numSYN,numRST,numACK,numPSH,numURG,numFIN,numSameSrc,numSameDest,smSrcSmPort,smSrcDfPort,smSrcSYN,smSrcRST,smDestSYN,smDestSmPort,smDestDfPort,isAttack
4,52,46,21,0,0,57,55,56,34,2,52,1,5,50,TRUE
0,0,100,0,0,0,61,73,60,1,0,0,0,2,18,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
32,25,67,7,0,8,75,70,74,13,23,25,23,2,67,TRUE
0,0,100,8,0,0,44,54,43,1,0,0,0,9,29,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
4,36,62,45,0,5,51,47,50,33,2,35,2,1,34,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,2,0,0,37,66,36,1,0,0,0,1,66,FALSE
6,42,55,26,0,1,46,52,45,24,3,41,3,1,43,TRUE
28,14,72,14,0,0,71,71,26,21,14,13,14,1,71,TRUE
18,16,80,16,0,13,69,69,68,15,14,16,14,0,69,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,0,49,TRUE
0,0,100,7,0,0,64,34,63,1,0,0,0,0,16,FALSE
0,0,100,8,0,0,46,52,45,1,0,0,0,4,52,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
13,3,93,17,0,3,43,55,42,30,9,3,8,0,36,TRUE
15,35,60,19,0,7,63,63,62,20,10,35,10,1,63,TRUE
3,0,98,38,0,0,53,53,52,14,2,0,2,0,53,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,0,0,0,45,53,44,1,0,0,0,7,53,FALSE
0,0,100,2,0,0,33,65,32,1,0,0,0,1,65,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
9,50,45,38,0,0,54,51,53,28,4,49,5,3,48,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
4,50,50,13,0,12,85,85,84,13,4,49,4,1,84,TRUE
19,28,62,33,0,2,48,55,42,45,9,28,10,2,37,TRUE
22,13,80,14,0,3,45,65,32,21,14,13,14,5,28,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
15,38,59,17,0,3,58,47,57,11,12,37,12,0,47,TRUE
38,0,87,4,0,2,38,68,29,16,24,0,22,5,22,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
12,20,78,12,0,23,79,77,78,17,10,19,9,3,60,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,51,0,0,0,50,48,49,1,50,0,48,0,48,TRUE
0,47,53,29,0,8,70,70,69,19,0,47,0,4,59,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
8,9,87,31,0,12,46,52,45,21,4,9,4,2,52,TRUE
17,2,91,11,0,9,44,59,38,21,10,2,9,3,38,TRUE
2,0,98,9,0,3,56,42,55,1,2,0,1,16,10,FALSE
20,11,83,7,0,19,72,71,71,16,14,10,14,1,71,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
53,0,83,2,0,4,48,52,45,23,35,0,35,3,30,TRUE
65,0,79,0,0,0,43,55,42,18,43,0,39,4,32,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
33,33,59,1,0,7,74,71,73,9,24,33,23,1,71,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
1,0,99,12,0,1,52,46,50,2,1,0,0,10,27,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
1,0,99,33,0,0,59,59,58,11,1,0,0,0,59,FALSE
20,0,94,5,0,8,52,52,45,30,13,0,13,4,38,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,1,0,1,63,65,62,2,0,0,0,1,65,TRUE
53,0,87,4,0,2,45,53,44,16,39,0,39,3,39,TRUE
2,0,98,6,0,1,49,49,47,2,2,0,0,7,12,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
8,48,50,35,0,1,55,43,54,20,5,48,5,1,28,TRUE
6,60,37,31,0,0,62,60,61,22,3,59,3,0,60,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
37,6,73,9,0,0,51,68,29,51,15,6,20,1,23,TRUE
38,11,81,13,0,2,46,52,45,11,29,11,25,3,32,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,1,99,25,0,7,66,66,31,27,0,1,0,17,32,TRUE
100,0,45,0,0,0,44,54,43,1,44,0,54,1,54,TRUE
0,0,100,1,0,0,45,53,44,1,0,0,0,1,53,FALSE
0,0,100,8,0,1,45,53,44,1,0,0,0,3,53,FALSE
2,1,98,21,0,0,49,49,33,5,2,0,0,8,39,FALSE
0,0,100,7,0,0,46,61,45,1,0,0,0,0,13,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
6,0,97,32,0,10,53,53,52,10,3,0,3,1,53,FALSE
13,2,92,6,0,2,55,84,11,29,6,2,6,36,12,TRUE
0,1,100,4,0,0,33,65,32,1,0,0,0,2,65,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,3,0,0,36,62,35,1,0,0,0,2,62,FALSE
10,17,78,9,0,16,67,61,66,23,5,17,5,6,18,TRUE
34,0,90,1,0,1,38,73,24,18,23,0,23,3,23,TRUE
2,0,98,7,0,0,57,41,56,1,2,0,0,7,29,FALSE
13,14,80,24,0,9,59,59,38,26,7,13,6,0,35,TRUE
20,0,98,17,0,9,43,55,42,12,17,0,17,5,25,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
6,3,95,34,0,14,53,45,7,18,3,2,3,1,40,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
35,10,76,15,0,3,39,59,38,14,21,10,17,1,21,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,66,34,17,0,0,67,65,66,16,0,65,0,0,65,TRUE
0,0,100,9,0,0,48,50,47,1,0,0,0,8,38,FALSE
70,7,68,6,0,0,51,47,50,27,44,7,27,1,27,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
18,45,48,2,0,0,55,54,54,23,11,44,11,2,54,TRUE
32,12,77,12,0,4,44,54,43,19,20,12,20,6,54,TRUE
24,24,63,11,0,0,41,60,37,25,10,24,13,1,28,TRUE
1,0,99,3,0,0,44,69,43,1,1,0,0,3,69,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
56,2,78,4,0,1,43,58,39,25,35,2,24,0,24,TRUE
32,5,82,7,0,0,41,73,24,18,19,4,15,3,73,TRUE
59,0,79,1,0,1,55,59,38,34,37,0,34,4,30,TRUE
0,0,100,43,0,2,46,67,45,4,0,0,0,1,67,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,3,0,0,31,67,30,1,0,0,0,1,67,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
6,57,41,4,0,0,61,56,60,19,4,56,3,4,48,TRUE
55,0,77,3,0,1,46,63,34,23,31,0,23,3,39,TRUE
0,0,100,3,0,0,54,64,53,1,0,0,0,1,64,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,3,0,2,57,60,56,1,0,0,0,1,60,FALSE
16,25,71,17,0,1,42,56,41,20,12,24,12,3,27,TRUE
11,9,85,29,0,9,55,55,42,21,6,9,6,1,43,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
55,3,68,3,0,0,67,67,30,25,29,3,29,1,67,TRUE
3,0,97,11,0,1,46,52,45,1,3,0,0,3,11,FALSE
74,6,71,6,0,0,56,42,55,10,50,6,41,8,30,TRUE
88,0,53,8,0,0,45,53,37,6,38,0,48,3,53,TRUE
14,0,96,16,0,24,76,76,75,11,10,0,10,0,76,TRUE
0,0,100,37,0,0,60,60,59,8,0,0,0,7,60,FALSE
2,0,98,12,0,0,54,44,53,2,2,0,0,10,11,FALSE
2,40,58,31,0,0,47,51,46,24,1,39,2,1,51,TRUE
24,35,57,18,0,6,67,67,66,19,16,35,16,0,67,TRUE
46,9,68,5,0,1,36,63,34,25,23,8,23,0,19,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
40,10,75,18,0,6,52,48,51,21,24,10,24,2,48,TRUE
54,0,82,3,0,3,57,57,40,29,35,0,35,3,25,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
74,0,79,0,0,0,52,52,51,19,52,0,52,0,52,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,0,53,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
25,24,68,13,0,0,58,58,39,41,17,23,17,3,58,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,1,0,0,35,65,34,1,0,0,0,1,65,FALSE
0,0,100,9,0,0,77,77,76,2,0,0,0,0,77,FALSE
17,9,82,24,0,6,55,59,33,16,9,9,9,3,34,TRUE
24,0,88,14,0,7,66,66,31,17,12,0,12,0,66,TRUE
24,7,83,4,0,3,49,59,38,48,13,7,12,0,32,TRUE
0,1,100,6,0,1,52,46,51,2,0,0,0,9,19,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,12,88,19,0,10,39,62,35,26,0,11,0,2,28,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,16,0,0,64,72,63,3,0,0,0,2,18,FALSE
14,22,74,18,0,10,66,62,65,18,9,22,5,0,62,TRUE
0,0,100,25,0,0,47,68,46,3,0,0,0,1,68,FALSE
2,0,98,4,0,0,44,54,43,1,2,0,0,1,54,FALSE
2,0,98,2,0,0,46,52,45,1,2,0,0,19,27,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
55,0,73,2,0,1,47,68,29,29,27,0,27,1,68,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
10,9,86,30,0,10,53,55,41,18,5,9,5,2,55,TRUE
0,0,100,31,0,0,56,56,55,3,0,0,0,1,56,FALSE
0,0,100,0,0,0,40,69,39,1,0,0,0,1,69,FALSE
0,0,100,12,0,0,59,39,58,1,0,0,0,37,8,FALSE
0,0,100,27,0,0,75,75,74,5,0,0,0,0,75,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
36,0,86,6,0,6,46,57,40,32,21,0,21,3,30,TRUE
0,0,100,7,0,0,42,56,41,2,0,0,0,1,56,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
12,25,69,31,0,7,54,54,43,21,6,24,6,0,41,TRUE
2,0,98,8,0,0,54,44,53,1,2,0,0,11,34,FALSE
0,0,100,13,0,0,44,62,43,2,0,0,0,1,26,FALSE
0,0,100,1,0,0,45,63,44,1,0,0,0,1,63,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
0,0,100,50,0,0,62,63,61,7,0,0,0,8,55,FALSE
0,57,43,27,0,3,62,56,61,21,0,56,0,1,56,TRUE
36,4,74,1,0,0,75,75,22,40,22,2,22,1,75,TRUE
34,0,89,6,0,5,54,56,41,20,23,0,23,6,41,TRUE
0,0,100,2,0,0,81,84,80,1,0,0,0,2,84,FALSE
4,3,98,36,0,6,43,55,13,9,2,3,2,1,55,FALSE
8,0,96,41,0,0,44,54,24,12,4,0,4,2,54,FALSE
58,2,81,2,0,0,53,56,41,25,40,2,39,12,56,TRUE
4,1,97,18,0,28,76,72,75,12,2,1,2,0,72,TRUE
3,0,97,15,0,1,66,32,59,5,3,0,0,16,32,FALSE
2,42,57,46,0,5,51,51,50,47,1,41,1,0,51,TRUE
100,0,45,0,0,0,44,54,43,1,44,0,54,1,54,TRUE
33,25,57,4,0,0,53,53,44,51,17,25,17,2,45,TRUE
15,24,70,16,0,1,46,52,45,15,9,24,9,0,39,TRUE
21,19,72,10,0,12,55,50,54,37,12,19,12,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
4,0,98,26,0,10,49,49,19,9,2,0,2,2,49,FALSE
11,9,86,31,0,14,51,47,50,19,5,9,5,0,45,TRUE
2,43,56,49,0,0,49,49,48,36,1,42,1,1,49,TRUE
6,0,94,5,0,0,45,53,44,1,6,0,0,18,14,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,54,0,0,0,53,45,52,1,53,0,45,1,45,TRUE
14,25,69,6,0,9,63,54,62,14,8,24,6,8,48,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
12,37,57,16,0,2,48,50,47,13,6,36,6,0,24,TRUE
0,0,100,3,0,0,37,62,36,1,0,0,0,8,62,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
11,10,84,26,0,8,59,59,38,19,6,9,6,1,59,TRUE
0,0,100,2,0,0,56,67,55,1,0,0,0,1,67,FALSE
0,0,100,5,0,0,42,58,41,1,0,0,0,3,20,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,0,100,3,0,0,57,64,56,1,0,0,0,1,64,FALSE
30,5,91,21,0,11,58,40,57,13,25,5,25,4,33,TRUE
0,1,99,26,0,13,59,59,38,22,0,1,0,0,39,TRUE
1,0,99,8,0,1,54,44,53,1,1,0,0,3,16,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
18,23,68,26,0,16,55,44,54,28,9,22,9,2,30,TRUE
7,58,40,13,0,4,72,65,71,12,5,57,4,10,45,TRUE
0,84,16,4,0,9,92,92,91,5,0,83,0,0,92,TRUE
24,28,60,32,0,4,46,52,45,21,12,27,12,2,44,TRUE
1,19,80,31,0,19,60,51,59,26,1,18,1,0,51,TRUE
0,0,100,6,0,1,54,44,52,2,0,0,0,0,12,FALSE
3,6,91,18,0,17,55,52,54,39,2,6,3,0,52,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
35,0,83,7,0,4,70,70,27,16,17,0,17,1,27,TRUE
2,0,98,8,0,1,54,44,52,2,2,0,1,15,11,FALSE
2,18,81,28,0,7,47,58,39,30,1,18,1,3,26,TRUE
10,52,47,21,0,10,73,65,72,8,9,51,9,3,60,TRUE
70,0,75,0,0,0,54,54,43,27,44,0,44,3,54,TRUE
4,5,95,6,0,14,93,93,92,3,4,5,4,3,90,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
98,0,55,0,0,0,54,44,51,3,52,0,44,0,44,TRUE
0,0,100,0,0,0,58,67,57,1,0,0,0,1,67,FALSE
100,0,42,0,0,0,41,57,40,1,41,0,57,1,57,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
20,26,70,3,0,12,76,73,75,14,16,25,16,1,59,TRUE
0,0,100,0,0,0,56,63,55,1,0,0,0,4,63,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
0,1,100,10,0,0,55,63,54,1,0,0,0,1,63,FALSE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,0,100,8,0,0,45,53,44,1,0,0,0,4,50,FALSE
16,6,86,22,0,7,63,63,34,17,8,5,8,1,63,TRUE
0,0,100,1,0,0,46,63,45,1,0,0,0,0,63,FALSE
0,0,100,19,0,24,67,67,66,13,0,0,0,0,67,TRUE
0,0,100,2,0,0,36,62,35,2,0,0,0,2,8,FALSE
0,0,100,1,0,0,35,66,34,1,0,0,0,1,66,FALSE
6,45,52,27,0,5,52,52,51,21,3,44,3,0,52,TRUE
0,52,48,27,0,7,63,63,62,21,0,51,0,1,63,TRUE
19,22,69,15,0,4,42,56,41,27,10,22,10,2,34,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
10,6,90,24,0,20,63,63,62,22,6,6,6,0,63,TRUE
2,0,98,9,0,1,57,41,56,1,2,0,0,9,39,FALSE
0,56,44,12,0,0,56,55,55,13,0,56,0,0,55,TRUE
32,15,80,22,0,8,62,62,61,20,26,15,26,2,60,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,0,100,39,0,0,50,50,49,8,0,0,0,0,50,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,0,100,13,0,1,61,37,57,2,0,0,0,2,10,FALSE
32,47,47,0,0,0,81,81,80,15,25,47,25,0,81,TRUE
1,0,99,6,0,2,53,45,51,2,1,0,0,13,9,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
36,17,70,15,0,4,50,48,49,22,23,17,21,0,48,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,45,0,0,0,44,54,43,1,44,0,54,1,54,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
10,7,88,31,0,26,61,38,60,19,5,7,5,0,38,TRUE
17,24,67,28,0,2,60,60,37,24,8,23,8,3,38,TRUE
0,0,100,13,0,0,44,54,43,1,0,0,0,1,9,FALSE
100,0,53,0,0,0,52,46,51,1,52,0,46,0,46,TRUE
0,0,100,7,0,0,53,45,52,1,0,0,0,7,39,FALSE
0,0,100,6,0,0,41,57,40,1,0,0,0,11,12,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
8,27,69,37,0,12,52,46,51,34,4,26,4,1,44,TRUE
0,0,100,1,0,0,34,65,33,1,0,0,0,1,65,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,2,0,0,60,68,59,1,0,0,0,1,68,FALSE
2,68,32,17,0,1,70,70,69,13,2,67,2,5,49,TRUE
25,0,92,10,0,14,58,58,57,29,17,0,17,0,58,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
66,0,79,3,0,1,48,50,47,21,44,0,41,3,36,TRUE
0,0,100,5,0,1,50,60,49,1,0,0,0,2,60,FALSE
0,0,100,9,0,0,49,49,48,1,0,0,0,9,44,FALSE
1,0,99,7,0,1,54,44,53,2,1,0,0,0,18,FALSE
4,0,98,21,0,9,65,65,32,39,2,0,2,24,33,TRUE
29,39,55,15,0,1,64,57,63,11,23,38,19,5,45,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
8,2,94,24,0,14,58,58,39,18,4,2,4,1,38,TRUE
6,1,95,7,0,0,53,45,52,1,4,1,2,5,12,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
4,0,98,26,0,13,58,58,39,19,2,0,2,1,58,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
26,5,82,13,0,12,57,45,56,15,13,5,13,2,45,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
6,0,97,46,0,0,45,53,10,10,3,0,3,10,34,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
0,6,94,21,0,18,60,60,59,20,0,6,0,6,19,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
0,0,100,5,0,0,39,59,38,1,0,0,0,1,59,FALSE
0,25,75,20,0,5,49,62,35,27,0,24,0,1,25,TRUE
29,17,75,14,0,6,55,54,54,23,21,17,21,4,39,TRUE
0,15,85,33,0,11,54,54,43,23,0,15,0,1,43,TRUE
1,0,99,11,0,2,47,51,46,1,1,0,0,5,40,FALSE
18,14,79,10,0,13,61,61,60,19,11,14,11,2,61,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,0,52,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
85,0,56,6,0,0,46,52,39,4,40,0,44,1,52,TRUE
47,0,82,0,0,0,49,61,36,24,28,0,18,1,25,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
1,0,99,5,0,0,61,71,60,1,1,0,0,4,10,FALSE
50,4,74,1,0,1,37,63,34,23,28,4,24,0,29,TRUE
1,0,99,42,0,5,56,56,55,13,1,0,1,0,56,FALSE
4,81,18,3,0,2,85,84,84,7,3,80,2,0,84,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
14,7,86,24,0,19,51,47,50,39,7,7,7,0,45,TRUE
0,0,100,2,0,0,63,65,62,1,0,0,0,0,65,FALSE
4,4,94,25,0,26,52,46,51,14,2,4,2,1,39,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
2,41,58,49,0,0,49,49,48,48,0,41,0,1,49,TRUE
6,0,97,13,0,18,56,56,55,24,3,0,3,6,39,TRUE
4,68,30,9,0,0,70,63,69,9,2,67,2,18,45,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,51,0,0,0,50,48,49,1,50,0,48,1,48,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
1,0,99,7,0,0,65,33,64,1,1,0,0,19,6,FALSE
5,0,95,4,0,0,53,45,52,1,5,0,0,11,7,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,0,51,TRUE
1,0,99,4,0,1,44,54,43,1,1,0,0,8,51,FALSE
0,0,100,1,0,0,62,67,61,1,0,0,0,0,67,FALSE
88,0,57,6,0,0,50,48,38,7,39,0,48,6,48,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,1,53,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,0,49,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,0,50,TRUE
0,0,100,6,0,1,48,50,47,1,0,0,0,16,45,FALSE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
41,3,82,13,0,7,45,53,44,28,25,3,20,0,28,TRUE
0,0,100,4,0,0,35,76,34,1,0,0,0,5,9,FALSE
2,0,98,15,0,1,78,47,77,1,2,0,1,3,47,FALSE
12,0,93,48,0,0,64,34,28,18,7,0,4,1,30,FALSE
3,0,97,2,0,0,58,58,57,1,3,0,0,0,58,FALSE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
51,6,68,5,0,0,61,67,30,24,25,5,26,2,25,TRUE
20,10,80,20,0,5,62,64,33,19,10,10,10,1,64,TRUE
0,0,100,6,0,0,44,62,43,2,0,0,0,39,19,FALSE
6,57,41,35,0,0,60,60,59,20,4,56,4,3,19,TRUE
34,5,78,13,0,7,37,63,34,35,16,5,16,2,63,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
0,0,100,2,0,0,72,77,71,1,0,0,0,0,18,FALSE
5,19,81,11,0,53,77,75,76,13,5,19,5,1,75,TRUE
2,0,99,17,0,0,70,76,69,4,1,0,1,4,72,FALSE
4,0,96,9,0,0,56,42,55,1,4,0,0,10,42,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
4,0,96,7,0,1,46,52,45,1,4,0,0,1,52,FALSE
33,4,80,6,0,3,73,73,24,18,16,4,16,0,23,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
0,25,75,28,0,13,55,43,54,15,0,24,0,0,32,TRUE
39,31,60,11,0,0,62,54,61,18,29,31,29,12,30,TRUE
100,0,50,0,0,0,49,49,48,1,49,0,49,1,49,TRUE
0,5,95,22,0,23,77,77,76,15,0,5,0,0,77,TRUE
90,0,53,3,0,0,46,52,41,3,42,0,46,2,52,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
2,0,98,10,0,1,55,43,54,2,2,0,0,17,26,FALSE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
0,0,100,35,0,0,35,63,16,8,0,0,0,2,63,FALSE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
100,0,46,0,0,0,45,53,44,1,45,0,53,0,53,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
5,22,76,28,0,15,69,60,68,11,2,22,2,6,29,TRUE
100,0,48,0,0,0,47,51,46,1,47,0,51,1,51,TRUE
100,0,47,0,0,0,46,52,45,1,46,0,52,1,52,TRUE
3,0,97,5,0,1,62,67,61,2,3,0,0,4,61,FALSE
30,4,85,8,0,12,47,51,46,21,19,3,17,0,43,TRUE
100,0,49,0,0,0,48,50,47,1,48,0,50,1,50,TRUE
7,0,93,20,0,1,79,19,78,1,7,0,1,12,17,FALSE
0,28,72,27,0,13,67,67,66,19,0,27,0,0,67,TRUE
0,0,100,4,0,0,48,54,47,1,0,0,0,8,45,FALSE
0,0,100,44,0,0,64,64,63,8,0,0,0,0,64,FALSE
1,0,100,6,0,0,46,52,45,1,0,0,1,10,41,FALSE
